#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
138	43.05	45.71	44.29	41.21	46.74	48.16	41.85	32.91
139	43.11	45.77	44.34	41.26	46.79	48.20	41.91	32.98
140	43.16	45.82	44.39	41.32	46.84	48.26	41.96	33.04
141	43.21	45.87	44.44	41.37	46.89	48.30	42.02	33.10
142	43.27	45.92	44.49	41.42	46.94	48.35	42.07	33.16
143	43.32	45.98	44.54	41.47	46.99	48.40	42.13	33.23
144	43.38	46.03	44.59	41.52	47.04	48.45	42.18	33.29
145	43.43	46.08	44.64	41.57	47.08	48.50	42.23	33.34
146	43.48	46.14	44.69	41.62	47.13	48.55	42.29	33.41
147	43.53	46.19	44.74	41.67	47.17	48.58	42.34	33.46
148	43.59	46.24	44.79	41.72	47.23	48.63	42.39	33.52
149	43.63	46.29	44.83	41.77	47.27	48.68	42.45	33.58
150	43.69	46.34	44.88	41.82	47.32	48.73	42.50	33.65
151	43.74	46.38	44.93	41.86	47.37	48.78	42.55	33.70
152	43.79	46.44	44.97	41.91	47.41	48.82	42.60	33.76
153	43.84	46.48	45.02	41.94	47.46	48.87	42.66	33.82
154	43.89	46.53	45.07	41.99	47.50	48.92	42.71	33.88
155	43.94	46.58	45.11	42.04	47.55	48.96	42.76	33.94
156	43.99	46.63	45.15	42.08	47.59	49.00	42.81	33.99
157	44.03	46.67	45.19	42.13	47.64	49.05	42.87	34.05
158	44.08	46.72	45.24	42.18	47.68	49.10	42.91	34.11
159	44.13	46.77	45.29	42.22	47.73	49.14	42.97	34.17
160	44.18	46.82	45.34	42.27	47.77	49.18	43.02	34.22
161	44.22	46.86	45.38	42.31	47.82	49.23	43.07	34.28
162	44.27	46.91	45.42	42.36	47.86	49.28	43.11	34.33
163	44.31	46.96	45.47	42.40	47.91	49.32	43.16	34.38
164	44.37	47.00	45.51	42.44	47.95	49.36	43.21	34.44
165	44.41	47.05	45.56	42.49	48.00	49.41	43.26	34.49
166	44.45	47.09	45.60	42.53	48.04	49.45	43.31	34.55
167	44.50	47.13	45.64	42.57	48.09	49.50	43.36	34.60
168	44.55	47.19	45.68	42.62	48.13	49.54	43.41	34.66
169	44.59	47.23	45.72	42.66	48.17	49.58	43.45	34.71
170	44.64	47.27	45.77	42.70	48.22	49.62	43.50	34.77
171	44.68	47.31	45.81	42.74	48.26	49.67	43.55	34.81
172	44.72	47.36	45.85	42.78	48.30	49.71	43.60	34.87
173	44.77	47.40	45.89	42.82	48.33	49.75	43.64	34.92
174	44.80	47.45	45.93	42.87	48.38	49.79	43.70	34.97
175	44.85	47.49	45.97	42.91	48.42	49.84	43.74	35.02
176	44.90	47.53	46.01	42.95	48.46	49.87	43.79	35.07
177	44.94	47.57	46.05	42.99	48.50	49.92	43.83	35.13
178	44.98	47.62	46.09	43.04	48.54	49.96	43.88	35.18
179	45.02	47.66	46.14	43.08	48.58	50.00	43.93	35.23
180	45.06	47.70	46.18	43.12	48.62	50.03	43.97	35.28
181	45.11	47.74	46.22	43.16	48.67	50.08	44.01	35.32
182	45.15	47.78	46.26	43.21	48.71	50.12	44.06	35.38
183	45.19	47.82	46.30	43.25	48.74	50.15	44.10	35.42
184	45.23	47.86	46.33	43.29	48.79	50.20	44.15	35.47
185	45.27	47.91	46.37	43.32	48.82	50.23	44.18	35.52
186	45.31	47.95	46.41	43.37	48.86	50.27	44.23	35.57
187	45.35	47.99	46.45	43.40	48.90	50.31	44.27	35.61
188	45.39	48.03	46.49	43.44	48.94	50.34	44.32	35.66
189	45.43	48.07	46.53	43.48	48.98	50.39	44.36	35.71
190	45.47	48.10	46.57	43.52	49.01	50.42	44.40	35.75
191	45.51	48.15	46.61	43.56	49.05	50.46	44.45	35.80
192	45.55	48.19	46.63	43.58	49.09	50.50	44.47	35.84
193	45.59	48.22	46.68	43.63	49.12	50.53	44.53	35.89
194	45.63	48.26	46.71	43.67	49.16	50.57	44.57	35.94
195	45.66	48.30	46.75	43.71	49.20	50.61	44.61	35.99
196	45.70	48.33	46.79	43.75	49.23	50.64	44.66	36.03
197	45.74	48.37	46.82	43.78	49.27	50.68	44.70	36.07
198	45.77	48.41	46.86	43.81	49.31	50.72	44.74	36.12
199	45.81	48.44	46.89	43.86	49.35	50.75	44.78	36.17
200	45.85	48.48	46.93	43.89	49.38	50.79	44.82	36.21
201	45.88	48.51	46.96	43.92	49.41	50.83	44.86	36.26
202	45.92	48.55	47.00	43.96	49.45	50.86	44.90	36.29
203	45.96	48.59	47.04	44.00	49.49	50.89	44.95	36.36
204	46.00	48.62	47.07	44.03	49.53	50.94	44.98	36.39
205	46.03	48.65	47.11	44.07	49.56	50.97	45.02	36.43
