#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
1	25.61	27.53	28.28	25.92	26.49	27.62	27.51	25.91
2	25.66	27.53	28.27	25.97	26.53	27.84	27.58	25.90
3	25.72	27.79	28.60	26.03	26.62	28.80	27.65	25.90
4	25.76	28.35	29.27	26.08	26.84	30.18	27.72	25.90
5	25.84	29.13	30.19	26.16	27.21	31.66	27.86	25.90
6	25.94	30.00	31.21	26.28	27.70	33.14	28.06	25.89
7	26.08	30.93	32.29	26.45	28.31	34.53	28.35	25.91
8	26.27	31.86	33.36	26.68	28.97	35.84	28.71	25.90
9	26.50	32.77	34.41	26.95	29.67	37.07	29.14	25.91
10	26.77	33.65	35.41	27.26	30.41	38.22	29.62	25.92
11	27.07	34.50	36.37	27.59	31.15	39.28	30.15	25.92
12	27.38	35.32	37.26	27.97	31.91	40.26	30.70	25.93
13	27.73	36.09	38.12	28.36	32.66	41.19	31.28	25.94
14	28.08	36.83	38.93	28.76	33.41	42.07	31.88	25.96
15	28.45	37.53	39.69	29.17	34.16	42.90	32.50	25.97
16	28.82	38.20	40.41	29.59	34.89	43.69	33.11	25.99
17	29.20	38.83	41.09	30.02	35.63	44.43	33.73	26.01
18	29.59	39.44	41.72	30.44	36.33	45.14	34.33	26.04
19	29.98	40.02	42.32	30.87	37.05	45.83	34.95	26.07
20	30.37	40.57	42.89	31.30	37.73	46.48	35.54	26.09
21	30.76	41.10	43.43	31.72	38.41	47.09	36.12	26.12
22	31.14	41.56	43.87	32.14	39.07	47.44	36.69	26.17
23	31.53	41.76	43.99	32.55	39.67	47.11	37.24	26.21
24	31.91	41.66	43.76	32.94	40.14	46.39	37.74	26.25
25	32.25	41.36	43.32	33.30	40.44	45.51	38.18	26.30
26	32.57	40.95	42.73	33.61	40.61	44.63	38.52	26.35
27	32.83	40.47	42.09	33.87	40.67	43.79	38.77	26.41
28	33.05	39.98	41.45	34.06	40.64	43.01	38.92	26.46
29	33.23	39.49	40.80	34.21	40.57	42.31	39.00	26.53
30	33.37	39.01	40.19	34.31	40.45	41.67	39.01	26.60
31	33.46	38.56	39.62	34.37	40.30	41.08	38.96	26.67
32	33.54	38.13	39.07	34.41	40.13	40.56	38.86	26.74
33	33.59	37.73	38.56	34.42	39.94	40.07	38.73	26.81
34	33.62	37.35	38.09	34.40	39.74	39.64	38.56	26.90
35	33.63	37.00	37.65	34.37	39.53	39.24	38.38	26.97
36	33.64	36.68	37.25	34.33	39.31	38.87	38.17	27.05
37	33.63	36.38	36.87	34.27	39.09	38.53	37.95	27.12
38	33.62	36.09	36.53	34.22	38.86	38.21	37.73	27.21
39	33.60	35.84	36.21	34.15	38.65	37.92	37.50	27.29
40	33.57	35.60	35.92	34.08	38.43	37.64	37.26	27.36
41	33.54	35.38	35.65	34.01	38.21	37.39	37.03	27.44
42	33.50	35.22	35.48	33.93	38.00	37.44	36.80	27.51
43	33.47	35.34	35.64	33.86	37.85	38.22	36.58	27.59
