# t	N
# s -

1	602
2	507
3	371
4	297
5	232
6	201
7	172
8	115
9	122
10	87
11	79
12	57
13	74
14	57
15	55
16	46
17	50
18	40 #
19	48
20	32
21	40
22	34
23	31
24	16
25	26
26	38 #
27	25
28	34
29	34
30	25
31	20
32	23
33	17
34	15
35	24
36	14
37	18
38	22
39	19
40	18
41	20
42	17
43	17
